isJunior,lensColor,img,isFindInStore,isCustomizable,roxableLabel,brand,imgHover,isPolarized,colorsNumber,isOutOfStock,modelName,isEngravable,localizedColorLabel,name,listPrice,offerPrice
False,Green,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672793659__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672793659__002.png?impolicy=SGH_bgtransparent&width=640,False,6 colors,False,RB4171 ERIKA CLASSIC,False,Black/Brown,RB4171 ERIKA CLASSIC,$155.00,
False,Brown Gradient,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597596411__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Burberry,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597596411__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,BE4363 PENELOPE,False,Tortoise/Brown,BE4363 PENELOPE,$308.00,
False,Solid Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/725125381413__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Tory Burch,https://assets.sunglasshut.com/is/image/LuxotticaRetail/725125381413__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,TY7169U,False,Black/Grey,TY7169U,$183.00,
False,Dark Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597524292__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Versace,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597524292__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,VE4409,True,Black/Grey,VE4409,$317.00,
False,G-15 Green,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597174503__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597174503__002.png?impolicy=SGH_bgtransparent&width=640,True,1 Color,False,RB3447 ROUND METAL,False,Black/Green,RB3447 ROUND METAL,$213.00,$170.40
False,Gradient Brown,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597656160__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Dolce&Gabbana,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597656160__002.png?impolicy=SGH_bgtransparent&width=640,False,4 colors,False,DG6170,False,Black/Brown,DG6170,$290.00,
False,Gradient Pink,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597599955__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Burberry,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597599955__002.png?impolicy=SGH_bgtransparent&width=640,False,5 colors,False,BE3133 DAPHNE,False,Gold/Pink,BE3133 DAPHNE,$281.00,
False,Brown,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597526654__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Valentino,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597526654__002.png?impolicy=SGH_bgtransparent&width=640,False,2 colors,False,VA4097,False,Red/Brown,VA4097,$422.00,$126.60
False,Green Classic G-15,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597489478__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597489478__002.png?impolicy=SGH_bgtransparent&width=640,False,11 colors,False,RW4002 RAY-BAN STORIES | WAYFARER,False,Black/Green,RW4002 RAY-BAN STORIES | WAYFARER,$299.00,
False,Dark Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597690096__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Versace,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597690096__002.png?impolicy=SGH_bgtransparent&width=640,False,4 colors,False,VE4424U,False,Black/Grey,VE4424U,$372.00,
False,Green,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289653660__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289653660__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,RB3016 Clubmaster Classic,False,Brown/Green,RB3016 Clubmaster Classic,$163.00,
False,Dark Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597163941__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Valentino,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597163941__002.png?impolicy=SGH_bgtransparent&width=640,False,1 Color,False,VA2010B,False,Gold/Grey,VA2010B,$466.00,$139.80
False,Brown,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289526148__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289526148__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,RB4167,False,Tortoise/Brown,RB4167,$133.00,$66.50
False,Brown,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672117721__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Valentino,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672117721__002.png?impolicy=SGH_bgtransparent&width=640,False,1 Color,False,VA4048,False,Brown/Brown,VA4048,$363.00,$108.90
False,Polarized Black,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597328111__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597328111__002.png?impolicy=SGH_bgtransparent&width=640,True,1 Color,False,RB3025 Aviator Total Black,False,Black/Black,RB3025 Aviator Total Black,$213.00,
False,Grey Gradient,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597526968__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Valentino,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597526968__002.png?impolicy=SGH_bgtransparent&width=640,False,4 colors,False,VA4096,False,Black/Grey,VA4096,$423.00,$126.90
False,Clear Gradient Blue,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597684828__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597684828__002.png?impolicy=SGH_bgtransparent&width=640,True,1 Color,False,RB2198 BILL,False,Blue/Blue,RB2198 BILL,$248.00,
False,Green,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289126638__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289126638__002.png?impolicy=SGH_bgtransparent&width=640,False,2 colors,False,RB2140 Original Wayfarer Classic,False,Tortoise/Green,RB2140 Original Wayfarer Classic,$163.00,
False,Dark Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597641579__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597641579__002.png?impolicy=SGH_bgtransparent&width=640,False,6 colors,False,RB3625 NEW AVIATOR,False,Black/Grey,RB3625 NEW AVIATOR,$163.00,
False,Green,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597641784__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597641784__002.png?impolicy=SGH_bgtransparent&width=640,False,4 colors,False,RB3636 NEW CARAVAN,False,Gold/Green,RB3636 NEW CARAVAN,$163.00,
False,Grey,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597781480__001.png?impolicy=SGH_bgtransparent&width=640,True,True,,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597781480__002.png?impolicy=SGH_bgtransparent&width=640,True,2 colors,False,RB2140 WAYFARER MICKEY J22,False,Red/Grey,RB2140 WAYFARER MICKEY J22,$268.00,
False,Silver,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289374190__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289374190__002.png?impolicy=SGH_bgtransparent&width=640,False,6 colors,False,RB3025 Aviator Gradient,False,Gold/Brown,RB3025 Aviator Gradient,$188.00,
False,Silver,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289374183__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/805289374183__002.png?impolicy=SGH_bgtransparent&width=640,False,9 colors,False,RB3025 AVIATOR GRADIENT,False,Gold/Brown,RB3025 AVIATOR GRADIENT,$188.00,
False,Bronze,https://assets.sunglasshut.com/is/image/LuxotticaRetail/888392279729__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Oakley,https://assets.sunglasshut.com/is/image/LuxotticaRetail/888392279729__002.png?impolicy=SGH_bgtransparent&width=640,True,9 colors,False,OO4079 Feedback,False,Gold/Grey,OO4079 Feedback,$250.00,
False,Green Classic G-15,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597489607__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597489607__002.png?impolicy=SGH_bgtransparent&width=640,False,7 colors,False,RW4003 RAY-BAN STORIES | ROUND,False,Black/Green,RW4003 RAY-BAN STORIES | ROUND,$299.00,
False,Grey Gradient,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597626590__001.png?impolicy=SGH_bgtransparent&width=640,True,False,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8056597626590__002.png?impolicy=SGH_bgtransparent&width=640,False,3 colors,False,RB4376,False,Transparent/Grey,RB4376,$155.00,
False,Pink,https://assets.sunglasshut.com/is/image/LuxotticaRetail/888392006851__001.png?impolicy=SGH_bgtransparent&width=640,True,False,,Oakley,https://assets.sunglasshut.com/is/image/LuxotticaRetail/888392006851__002.png?impolicy=SGH_bgtransparent&width=640,True,4 colors,False,OO9191 Unstoppable,False,Black/Pink,OO9191 Unstoppable,$213.00,
False,Orange,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672000511__001.png?impolicy=SGH_bgtransparent&width=640,True,True,Available for prescription,Ray-Ban,https://assets.sunglasshut.com/is/image/LuxotticaRetail/8053672000511__002.png?impolicy=SGH_bgtransparent&width=640,False,10 colors,False,RB3025 AVIATOR FLASH LENSES,False,Gold/Orange,RB3025 AVIATOR FLASH LENSES,$188.00,
